slug,name,fieldGroup,field,yearPosed,solveDate,model,modelMaker,aiContribution,resolutionMethod,verification,verification_route,lean_status,auto_tag,manual_verdict,significance,solveType,publication,harness_keyword_hits,think_hard_keyword_hits,trial_mentions,manual_rationale,sourceUrl
erdos-897,Erdős Problem #897,Number theory,Number Theory,1972,2025-12-26,"Archivara, Aristotle",,ai-discovered,construction,lean-verified,lean,tiered-lean-verified,no-signal,,10,disproved,announcement,,,,,https://www.erdosproblems.com/897
erdos-948,Erdős Problem #948,Number theory,"Number Theory, Ramsey Theory",1977,2026-06-21,"Aristotle, GPT-5.5 Pro",,ai-discovered,argument,site-confirmed,site-reproduced,no-mention,no-signal,,10,proved,announcement,,,,,https://www.erdosproblems.com/948
erdos-966,Erdős Problem #966,Number theory,"Additive Combinatorics, Ramsey Theory",1975,2026-02-25,Aristotle,Harmonic,ai-discovered,construction,lean-verified,lean,tiered-lean-verified,no-signal,,10,proved,announcement,,,,,https://www.erdosproblems.com/966
erdos-997,Erdős Problem #997,Number theory,"Analysis, Discrepancy, Primes",1964,2026-03-31,OpenAI internal model,,ai-discovered,argument,lean-verified,lean,tiered-lean-verified,no-signal,,11,proved,announcement,,,,,https://www.erdosproblems.com/997
distinct-multiples-in-intervals,Improved Bounds for Distinct Multiples in Intervals,Number theory,"Number Theory, Erdős–Pomerance Functions",,2026-07-29,ChatGPT 5.x,OpenAI,ai-co-developed,argument,unreviewed,unreviewed-argument,no-mention,no-signal,,13,disproved,preprint,,,,,https://arxiv.org/abs/2607.26450
nathanson-product-intersection-sets,Nathanson's Problems on Product Intersection Sets,Number theory,Additive and multiplicative combinatorics,2026,2026-04-20,Harmonic Aristotle,Harmonic,ai-discovered,argument,lean-checked,lean,tiered-lean-checked,harness-signal,,8,proved,preprint,autonomous,,,,https://arxiv.org/abs/2604.18869
fq-non-covering-congruence-systems,Non-Covering Congruence Systems over Fq[x],Number theory,Function-field arithmetic,,2026-07-30,ChatGPT-5.6 Sol,OpenAI,ai-co-developed,argument,unreviewed,unreviewed-argument,no-mention,no-signal,,10,proved,preprint,,,,,https://arxiv.org/abs/2607.27538
optimal-exponent-relating-sumsets-and-difference-sets,Optimal Exponent Relating Sumsets and Difference Sets,Number theory,Additive combinatorics,,2026-07-29,Hy3,Tencent Hunyuan,ai-discovered,argument,lean-verified,lean,tiered-lean-verified,harness-signal,,20,proved,preprint,agent; search,,,,https://arxiv.org/abs/2607.27199
ross-nondeficient-conjectures,Ross's Two Conjectures on Nondeficient Numbers,Number theory,Number theory,2024,2026-07-13,GPT-5.5 Pro,OpenAI,ai-co-developed,argument,unreviewed,unreviewed-argument,no-mention,no-signal,,7,disproved,preprint,,,,,https://arxiv.org/abs/2607.11043
sun-trigonometric-permanents,Sun's Conjecture 4.6(ii) on Trigonometric Permanents,Number theory,Experimental number theory,2021,2026-06-12,Demonstrandum multi-agent pipeline,,ai-discovered,construction,unreviewed,unreviewed-construction/computation,no-mention,harness-signal,,5,disproved,announcement,agent; pipeline,,,,https://github.com/demonstrandum-research/artifacts
sarkozy-sums-products-mod-p,Sárközy's Conjecture on Sums and Products Modulo a Prime,Number theory,Additive combinatorics over finite fields,,2026-03-31,Harmonic Aristotle,Harmonic,ai-assisted,construction,lean-checked,lean,tiered-lean-checked,no-signal,,15,disproved,preprint,,,,,https://arxiv.org/abs/2603.29992
thakur-carlitz-wieferich-conjecture,Thakur's Conjecture on Carlitz-Wieferich Primes,Number theory,Function field arithmetic,2015,2026-07-14,Claude Opus 4.8,Anthropic,ai-discovered,construction,site-confirmed,site-reproduced,no-mention,harness-signal,,10,disproved,preprint,search,,,,https://arxiv.org/abs/2607.15305
banks-martin-primitive-sets,The Banks-Martin Conjecture on Primitive Sets,Number theory,Number theory,2013,2026-05-01,GPT-5.5 Pro (early version),OpenAI,ai-co-developed,argument,unreviewed,unreviewed-argument,mentioned-not-tiered,harness-signal,,25,proved,preprint,autonomous,,,,https://arxiv.org/abs/2605.00301
erdos-graham-semiprime-unit-fractions,The Erdos-Graham Semiprime Unit Fraction Problem,Number theory,Number theory,2015,2026-06-13,Claude (via Claude Code),Anthropic,ai-co-developed,argument,unreviewed,unreviewed-argument,mentioned-not-tiered,no-signal,,15,proved,preprint,,,,,https://arxiv.org/abs/2606.15159
umans-wang-divisor-conjecture,The Umans-Wang Arithmetic-Progression Divisor Conjecture,Number theory,Combinatorial number theory,2025,2026-08-07,"GPT-5.6 Sol (via Codex, reasoning effort ultra)",OpenAI,ai-discovered,argument,unreviewed,unreviewed-argument,no-mention,harness-signal,,18,disproved,preprint,harness,,,,https://arxiv.org/abs/2608.06681
two-counterexamples-geometry-of-numbers,Two Counterexamples in the Geometry of Numbers,Number theory,"Geometry of Numbers, Lattices",,2026-07-13,ChatGPT 5 + Codex,OpenAI,ai-discovered,construction,unreviewed,unreviewed-construction/computation,no-mention,no-signal,,20,disproved,preprint,,,,,https://arxiv.org/abs/2607.11695
zhi-wei-sun-legendre-determinant,Zhi-Wei Sun's Conjecture 3.4 on a Truncated Legendre-Symbol Determinant,Number theory,Number theory,,2026-06-21,ChatGPT,OpenAI,ai-discovered,argument,unreviewed,unreviewed-argument,mentioned-not-tiered,no-signal,,10,proved,preprint,,,,,https://arxiv.org/abs/2606.22548
benjamini-hochberg-correlated-gaussian,Benjamini-Hochberg FDR Under Correlated Gaussian Tests,Probability & statistics,Statistics,2006,2026-07-13,GPT-5.6 Pro,OpenAI,ai-discovered,construction,unreviewed,unreviewed-construction/computation,no-mention,no-signal,,14,disproved,preprint,,,,,https://arxiv.org/abs/2607.12208
bertoin-yor-moment-determinacy,Bertoin-Yor Moment Determinacy Conjecture,Probability & statistics,Probability,2002,2026-06-30,"GPT-5.4 Thinking, GPT-5.5 Thinking and Pro",OpenAI,ai-assisted,argument,unreviewed,unreviewed-argument,no-mention,no-signal,,15,proved,preprint,,,,,https://arxiv.org/abs/2607.00132
bombari-sign-quantization-question,Bombari's Question on Sign-Quantized Linear Maps,Probability & statistics,Probability,,2026-05-26,Gemini 3.5 Flash,Google,ai-discovered,argument,unreviewed,unreviewed-argument,no-mention,no-signal,,10,proved,preprint,,,,,https://arxiv.org/abs/2605.27563
chafai-dadoun-youssef-log-energy-monotonicity,Chafai-Dadoun-Youssef Questions on Logarithmic Energy Monotonicity,Probability & statistics,Random matrix theory,,2026-07-27,"ChatGPT Pro 5.5, ChatGPT 5.6 Sol Ultra",OpenAI,ai-co-developed,construction,unreviewed,unreviewed-construction/computation,no-mention,no-signal,,10,disproved,preprint,,,,,https://arxiv.org/abs/2607.24170
partial-hadamard-cubic-regime,Counting Partial Hadamard Matrices in the Cubic Regime,Probability & statistics,Random matrices; enumeration,,2026-03-31,GPT 5.4 Pro,OpenAI,ai-co-developed,argument,unreviewed,unreviewed-argument,no-mention,harness-signal,,12,proved,preprint,harness; iteration; search,,,,https://arxiv.org/abs/2603.30013
kac-walk-cutoff-sphere,Cutoff for Kac's Walk on the Sphere,Probability & statistics,Markov chains,1956,2026-07-15,ChatGPT,OpenAI,ai-co-developed,argument,unreviewed,unreviewed-argument,no-mention,no-signal,,20,proved,preprint,,,,,https://arxiv.org/abs/2607.13401
fill-spectral-gap-equality,Equality in Fill's Spectral Gap Problem,Probability & statistics,Markov chains,,2026-04-05,ChatGPT 5.4 Pro,OpenAI,ai-co-developed,argument,unreviewed,unreviewed-argument,no-mention,think-hard-signal,think-hard-argument-authors-verified,12,proved,preprint,,one-shot,,"Explicit: ""produced by ChatGPT 5.4 Pro in a one-shot manner and subsequently verified for correctness by the authors."" Clean target case.",https://arxiv.org/abs/2604.03937
feiges-conjecture,Feige's Conjecture,Probability & statistics,Probability,2004,2026-07-27,"ChatGPT 5.6 Pro, GPT-5.6 Sol, Codex",OpenAI,ai-discovered,argument,lean-verified,lean,tiered-lean-verified,no-signal,,35,proved,preprint,,,,,https://arxiv.org/abs/2607.23980
fourth-moment-conjectures-for-rademacher-sums,Fourth-moment conjectures for Rademacher sums,Probability & statistics,Khintchine inequalities,2025,2026-08-18,ChatGPT 5.6 Sol,OpenAI,ai-co-developed,argument,unreviewed,unreviewed-argument,no-mention,no-signal,,8,proved,preprint,,,,,https://arxiv.org/abs/2608.17802
gaussian-completely-monotone-conjecture,Gaussian Completely Monotone Conjecture,Probability & statistics,Entropy & heat flow,2015,2026-05-12,GPT-5.5 Pro,OpenAI,ai-discovered,construction,unreviewed,unreviewed-construction/computation,no-mention,no-signal,,15,disproved,preprint,,,,,https://arxiv.org/abs/2605.11656
gaussian-moments-conjecture,Gaussian Moments Conjecture,Probability & statistics,"Probability, Commutative Algebra",2017,2026-07-20,"GPT-5.6 Sol Pro, Claude Fable 5","OpenAI, Anthropic",ai-discovered,construction,site-confirmed,site-reproduced,no-mention,no-signal,,25,disproved,preprint,,,,,https://arxiv.org/abs/2607.18186
gaussian-product-inequality-conjecture,Gaussian product inequality conjecture,Probability & statistics,,2007,2026-07-20,ChatGPT 5.6 Sol (Work Max),,ai-discovered,argument,lean-verified,lean,tiered-lean-verified,no-signal,,20,proved,announcement,,,,,https://doi.org/10.13140/RG.2.2.17569.77923/1
kannan-tetali-vempala-conjecture,Kannan–Tetali–Vempala conjecture (bipartite/binary-matrix case),Probability & statistics,Markov chain mixing time,1997,2026-06-21,ChatGPT 5.5 Pro,OpenAI,ai-discovered,argument,lean-verified,lean,tiered-lean-verified,insufficient-text,,30,proved,preprint,,,,,https://arxiv.org/abs/2606.22636
ising-perceptron-storage-capacity,Krauth-Mezard Storage Capacity of the Ising Perceptron,Probability & statistics,Probability,1989,2026-07-13,"Claude Fable 5, Codex",Anthropic / OpenAI,ai-discovered,computation,unreviewed,unreviewed-construction/computation,no-mention,no-signal,,35,proved,preprint,,,,,https://arxiv.org/abs/2607.11010
litvak-gaussian-minima-conjecture,Litvak's Conjecture on Gaussian Minima,Probability & statistics,High-dimensional probability,2018,2026-05-03,"AlphaEvolve, GPT-5.5 Pro",,ai-discovered,construction,site-confirmed,site-reproduced,no-mention,harness-signal,,20,disproved,preprint,repeat,,,,https://arxiv.org/abs/2605.02023
fisher-information-log-convexity,Log-Convexity of Fisher Information Along Heat Flow,Probability & statistics,Information theory,2015,2026-05-18,GPT-5.5 Pro,OpenAI,ai-discovered,construction,unreviewed,unreviewed-construction/computation,no-mention,no-signal,,15,disproved,preprint,,,,,https://arxiv.org/abs/2605.18081
ternary-maximum-entropy-sums,Maximum Entropy of Sums of Independent Ternary Random Variables,Probability & statistics,Information theory,,2026-05-12,ChatGPT,OpenAI,ai-assisted,argument,unreviewed,unreviewed-argument,no-mention,no-signal,,20,proved,preprint,,,,,https://arxiv.org/abs/2605.11831
wasserstein-robust-density-estimation,Minimax Rate for Density Estimation under Wasserstein Contamination,Probability & statistics,Mathematical statistics,2023,2025-11-24,GPT-5 Pro,OpenAI,ai-co-developed,argument,unreviewed,unreviewed-argument,no-mention,no-signal,,10,proved,preprint,,,,,https://arxiv.org/abs/2511.18828
kac-walk-rotation-mixing,Mixing Time of Kac's Walk on the Rotation Group,Probability & statistics,Markov chain mixing,1970,2026-04-26,GPT Pro 5.4,OpenAI,ai-co-developed,argument,unreviewed,unreviewed-argument,no-mention,no-signal,,20,proved,preprint,,,,,https://arxiv.org/abs/2604.23828
mossel-peres-multivariable-bernoulli-factory,Mossel-Peres Multivariable Bernoulli Factory Claim,Probability & statistics,Probability,2005,2026-06-28,Gemini 3.1 Pro (DeepThink),Google,ai-co-developed,construction,unreviewed,unreviewed-construction/computation,no-mention,harness-signal,,10,disproved,preprint,tool use,,,,https://arxiv.org/abs/2606.29595
zonotope-vector-balancing,Optimal Vector Balancing for Zonotopes,Probability & statistics,Discrepancy theory,2002,2026-05-22,GPT-5.5 Pro,OpenAI,ai-assisted,argument,unreviewed,unreviewed-argument,no-mention,no-signal,,20,proved,preprint,,,,,https://arxiv.org/abs/2605.23866
wu-santhanam-diagonalizability-prediction,Predicting Diagonalizability of a Mean Matrix,Probability & statistics,Statistical learning theory,2024,2026-08-11,GPT-5.6 Sol Ultra,OpenAI,ai-discovered,argument,unreviewed,unreviewed-argument,no-mention,no-signal,,8,proved,preprint,,,,,https://arxiv.org/abs/2608.10482
lamplighter-return-probability,Return Probability for the Lamplighter Walk on a Tree,Probability & statistics,Probability on groups,2025,2026-05-15,QED (GPT-5.5 Pro),OpenAI,ai-discovered,argument,expert-verified,expert-read,no-mention,harness-signal,harness-multiagent,10,proved,preprint,agent,,,"QED multi-agent system, ""multiple rounds of decomposition and refinement."" Clear harness.",https://arxiv.org/abs/2605.21744
signed-bar-conjecture,Signed BAR Conjecture for Reflected Brownian Motion,Probability & statistics,Stochastic networks,1990,2026-07-03,ChatGPT-5.5 Pro,OpenAI,ai-co-developed,argument,unreviewed,unreviewed-argument,no-mention,no-signal,,10,proved,preprint,,,,,https://arxiv.org/abs/2607.03639
chernoff-density-strong-log-concavity,Strong Log-Concavity of Chernoff's Density,Probability & statistics,Probability & statistics,2014,2026-07-21,GPT-5.6 Sol,OpenAI,ai-discovered,argument,unreviewed,unreviewed-argument,no-mention,no-signal,,10,proved,preprint,,,,,https://arxiv.org/abs/2607.18619
talagrand-convexity-problem,Talagrand's Convexity Problem,Probability & statistics,High-dimensional probability,1995,2026-05-11,GPT-5.5 Pro,OpenAI,ai-co-developed,argument,unreviewed,unreviewed-argument,no-mention,no-signal,,37,proved,preprint,,,,,https://arxiv.org/abs/2605.10908
talagrand-s-convolution-conjecture,Talagrand’s convolution conjecture,Probability & statistics,Analysis of Boolean functions,1989,2026-08-16,Odin Automatic AI Research Agent,,ai-discovered,argument,unreviewed,unreviewed-argument,no-mention,harness-signal,,37,proved,preprint,agent; iterated; search,,,,https://arxiv.org/abs/2608.15515
ellipsoid-fitting-conjecture,The Ellipsoid Fitting Conjecture,Probability & statistics,Random matrix theory,2013,2026-08-10,GPT-5.6,OpenAI,ai-co-developed,argument,unreviewed,unreviewed-argument,no-mention,no-signal,,30,proved,preprint,,,,,https://arxiv.org/abs/2608.10184
matrix-spencer-group-version,The Matrix Spencer Conjecture for Finite Groups,Probability & statistics,Discrepancy theory,2022,2026-06-10,"ChatGPT Pro 5.5, Claude Opus 4.7 and 4.8",OpenAI / Anthropic,ai-co-developed,argument,unreviewed,unreviewed-argument,no-mention,no-signal,,30,proved,preprint,,,,,https://arxiv.org/abs/2606.12181
signed-bar-uniqueness-harrison-reiman,The Signed BAR Uniqueness Problem,Probability & statistics,Stochastic processes,1990,2026-07-03,ChatGPT 5.5 Pro,OpenAI,ai-co-developed,argument,unreviewed,unreviewed-argument,no-mention,no-signal,,20,proved,preprint,,,,,https://arxiv.org/abs/2607.03639
weak-simplex-conjecture,The Weak Simplex Conjecture,Probability & statistics,Information theory,1965,2026-07-15,"GPT-5.6 Pro, GPT-5.6 Sol Max",OpenAI,ai-assisted,argument,unreviewed,unreviewed-argument,no-mention,no-signal,,20,proved,preprint,,,,,https://arxiv.org/abs/2607.14087
lamplighter-total-variation,Total Variation for the Lamplighter Walk on Z,Probability & statistics,Probability on groups,2025,2026-05-15,QED (GPT-5.5),OpenAI,ai-discovered,argument,expert-verified,expert-read,no-mention,harness-signal,harness-multiagent,10,proved,preprint,agent,,,"QED multi-agent system in ""decomposition mode."" Clear harness; companion result to lamplighter-return-probability, same day.",https://arxiv.org/abs/2604.24021
type-d-asep-tracy-widom,Type-D ASEP Tracy-Widom Marginals,Probability & statistics,Interacting particle systems,2022,2026-07-13,"Claude Opus 4.8, Claude Fable 5, Aristotle",Anthropic / Harmonic,ai-co-developed,argument,unreviewed,unreviewed-argument,mentioned-not-tiered,no-signal,,10,proved,preprint,,,,,https://arxiv.org/abs/2607.11376
bh-fdr-universal-multiplicative-bound,Universal Multiplicative FDR Bound for Benjamini-Hochberg,Probability & statistics,Statistics,,2026-07-20,GPT-5.6 Sol,OpenAI,ai-assisted,construction,unreviewed,unreviewed-construction/computation,no-mention,no-signal,,30,disproved,preprint,,,,,https://arxiv.org/abs/2607.14812
ame-states-five-open-cases,Absolutely Maximally Entangled States in Five Open Cases,Quantum information & computing,Quantum error correction / AME states,,2026-08-06,"Claude Fable 5, ChatGPT 5.6 Sol","Anthropic, OpenAI",ai-discovered,construction,site-confirmed,site-reproduced,no-mention,harness-signal,,12,proved,preprint,search,,,,https://arxiv.org/abs/2608.05781
bosonic-quantum-capacity-non-gaussian,Bosonic Quantum Communication Beyond the Thermal Threshold,Quantum information & computing,"Quantum Information, Bosonic Channels",1999,2026-07-29,ChatGPT 5.6 Sol,OpenAI,ai-discovered,construction,unreviewed,unreviewed-construction/computation,no-mention,harness-signal,,25,disproved,preprint,search,,,,https://arxiv.org/abs/2607.27449
pseudo-telepathy-maximally-entangled,Completeness of Maximally Entangled States for Pseudo-Telepathy,Quantum information & computing,Quantum nonlocality,,2026-08-05,Codex,OpenAI,ai-assisted,computation,unreviewed,unreviewed-construction/computation,no-mention,harness-signal,,22,disproved,preprint,pruning; search,,,,https://arxiv.org/abs/2608.05378
every-ppt-channel-has-finite-entanglement-breaking-index,Every PPT channel has finite entanglement-breaking index,Quantum information & computing,Entanglement theory,2012,2026-08-13,ChatGPT-5.6 Sol,OpenAI,ai-assisted,argument,unreviewed,unreviewed-argument,no-mention,no-signal,,25,proved,preprint,,,,,https://arxiv.org/abs/2608.13551
bipartite-bound-information,Existence of Bipartite Bound Information,Quantum information & computing,Classical & quantum information theory,2000,2026-07-28,GPT-5.6 Sol,OpenAI,ai-discovered,construction,unreviewed,unreviewed-construction/computation,no-mention,no-signal,,25,proved,preprint,,,,,https://arxiv.org/abs/2607.25838
fgg-qaoa-ring-of-disagrees,FGG Conjecture for QAOA on the Ring of Disagrees,Quantum information & computing,Quantum optimization,2014,2026-06-29,Claude Fable 5,Anthropic,ai-discovered,argument,lean-verified,lean,tiered-lean-verified,no-signal,,15,proved,preprint,,,,,https://arxiv.org/abs/2606.29687
lami-regula-entanglement-irreversibility,Lami-Regula Conjecture on Entanglement Irreversibility,Quantum information & computing,Quantum information,2023,2026-07-29,ChatGPT (GPT-5.6 Sol),OpenAI,ai-co-developed,argument,unreviewed,unreviewed-argument,no-mention,no-signal,,20,proved,preprint,,,,,https://arxiv.org/abs/2607.27195
online-shadow-tomography-matching-the-classical-bounds,Online Shadow Tomography Matching the Classical Bounds,Quantum information & computing,,2016,2026-07-31,ChatGPT 5.6-Sol Pro,OpenAI,ai-discovered,argument,unreviewed,unreviewed-argument,no-mention,no-signal,,15,proved,preprint,,,,,https://arxiv.org/abs/2607.29686
perfectly-complete-quantum-key-agreement-owf,Perfectly Complete Quantum Key Agreement from One-Way Functions,Quantum information & computing,Quantum cryptography,,2026-08-04,GPT-5.6 Sol Ultra,OpenAI,ai-discovered,argument,unreviewed,unreviewed-argument,no-mention,think-hard-signal,think-hard-argument-unreviewed,15,proved,preprint,,one-shot,,"Explicit: ""discovered the proof in a one-shot conversation."" Authors independently verified every statement afterward, but that's still author-verification, not third-party.",https://arxiv.org/abs/2608.03824
quantum-memory-advantage-process-tomography,Quantum Memory Advantage for Process Tomography,Quantum information & computing,Quantum information,,2026-07-15,ChatGPT,OpenAI,ai-assisted,argument,unreviewed,unreviewed-argument,no-mention,no-signal,,15,proved,preprint,,,,,https://arxiv.org/abs/2607.13476
quantum-conditional-entropy-continuity,Sharp Continuity Bound for Quantum Conditional Entropy,Quantum information & computing,Quantum information theory,,2026-07-27,ChatGPT-5.6 Sol,OpenAI,ai-co-developed,argument,unreviewed,unreviewed-argument,no-mention,no-signal,,10,proved,preprint,,,,,https://arxiv.org/abs/2607.24687
quantum-pyramids-conjecture,The Quantum Pyramids Conjecture,Quantum information & computing,Quantum information,2009,2026-06-12,ChatGPT Pro 5.4,OpenAI,ai-assisted,argument,unreviewed,unreviewed-argument,no-mention,no-signal,,15,proved,preprint,,,,,https://arxiv.org/abs/2606.14698
quantum-monge-kantorovich-distance-disproof,The Quantum Wasserstein Semidistance Is Not a Distance,Quantum information & computing,"Quantum Information, Optimal Transport",2022,2026-07-08,ChatGPT 5,OpenAI,ai-discovered,construction,unreviewed,unreviewed-construction/computation,no-mention,no-signal,,15,disproved,preprint,,,,,https://arxiv.org/abs/2607.07764
werner-two-copy-distillability,Two-Copy Distillability of Werner States,Quantum information & computing,Entanglement theory,2000,2026-07-23,"GPT-5.5, GPT-5.6 Sol",OpenAI,ai-assisted,construction,unreviewed,unreviewed-construction/computation,no-mention,no-signal,,35,disproved,preprint,,,,,https://arxiv.org/abs/2607.21367
unconditional-unclonable-encryption,Unconditional One-Bit Unclonable Encryption,Quantum information & computing,Quantum cryptography,2020,2026-07-23,"GPT-5.6 Sol Ultra, Codex",OpenAI,,construction,unreviewed,unreviewed-construction/computation,mentioned-not-tiered,no-signal,,25,proved,preprint,,,,,https://arxiv.org/abs/2607.21551
planar-spin-systems-approximation,Approximate Counting for Spin Systems on Planar Graphs,Theoretical computer science,Approximate counting,,2026-08-06,GPT-5.6 Sol Ultra,OpenAI,ai-discovered,argument,unreviewed,unreviewed-argument,no-mention,no-signal,,18,proved,preprint,,,,,https://arxiv.org/abs/2608.06172
avidor-zwick-max-cut-sdp,Avidor-Zwick Question on Low-Dimensional Max-Cut SDP,Theoretical computer science,Approximation algorithms,2005,2026-04-16,"Gemini (internal), ChatGPT-5.2 Extended Pro, Gemini 3.0 Pro DeepThink",Google DeepMind / OpenAI,ai-co-developed,argument,unreviewed,unreviewed-argument,no-mention,no-signal,,10,proved,preprint,,,,,https://arxiv.org/abs/2604.13971
canonical-closure-completeness-conp,Completeness of Canonical Closure Representations Is coNP-Complete,Theoretical computer science,"Computational Complexity, Closure Systems",,2026-07-20,GPT-5.6 Pro,OpenAI,ai-discovered,argument,unreviewed,unreviewed-argument,no-mention,no-signal,,15,proved,preprint,,,,,https://arxiv.org/abs/2607.18534
dual-sequential-fat-shattering-bound,Dual Sequential Fat-Shattering and Tight Threshold Extraction,Theoretical computer science,Model theory and learning theory,,2026-07-23,ChatGPT,OpenAI,ai-co-developed,argument,unreviewed,unreviewed-argument,no-mention,no-signal,,10,proved,preprint,,,,,https://arxiv.org/abs/2607.21761
adaboost-cycling,Exhaustive AdaBoost Cycling Question,Theoretical computer science,Learning theory,2012,2026-04-08,"GPT-5.4 Pro, Claude Opus 4.6",OpenAI / Anthropic,ai-co-developed,construction,unreviewed,unreviewed-construction/computation,no-mention,no-signal,,15,disproved,preprint,,,,,https://arxiv.org/abs/2604.07055
ghasemi-kopparty-sparse-decoding-polynomials,Ghasemi-Kopparty Problem on Sparse $S$-Decoding Polynomials,Theoretical computer science,Computational complexity,2026,2026-07-24,GPT-5.5 Pro,OpenAI,ai-discovered,construction,unreviewed,unreviewed-construction/computation,no-mention,no-signal,,12,proved,preprint,,,,,https://arxiv.org/abs/2607.22033
kemeny-three-voters,Kemeny Rank Aggregation for Three Voters,Theoretical computer science,Computational social choice,2001,2026-07-28,"GPT-5.6 Sol Ultra, Claude Fable 5",OpenAI / Anthropic,ai-discovered,argument,lean-verified,lean,tiered-lean-verified,no-signal,,15,proved,preprint,,,,,https://arxiv.org/abs/2607.25540
klopp-zadik-node-private-community,Klopp-Zadik Question on Polynomial-Time Node-Private Recovery,Theoretical computer science,Differential privacy,2026,2026-07-10,ChatGPT 5.5 Plus,OpenAI,ai-co-developed,argument,unreviewed,unreviewed-argument,no-mention,no-signal,,12,proved,preprint,,,,,https://arxiv.org/abs/2607.09441
minimum-edge-outerplanarity,Minimum Edge-Outerplanar Embedding,Theoretical computer science,Graph algorithms,2009,2026-07-09,GPT-5.5 Pro,OpenAI,ai-co-developed,argument,unreviewed,unreviewed-argument,no-mention,no-signal,,7,proved,preprint,,,,,https://arxiv.org/abs/2607.08110
tournament-isomorphism-bounded-vc-dimension,Neuen-Grohe Problem: Isomorphism of Tournaments with Bounded VC Dimension,Theoretical computer science,Graph isomorphism,,2026-08-14,Claude Sonnet 5,Anthropic,ai-co-developed,argument,unreviewed,unreviewed-argument,no-mention,no-signal,,12,proved,preprint,,,,,https://arxiv.org/abs/2608.14486
nikolov-ullman-pure-dp-square-root-rate,Nikolov-Ullman Pure-DP Query Release Conjecture,Theoretical computer science,Differential privacy,,2026-07-22,"Codex, Harmonic Aristotle",OpenAI / Harmonic,ai-assisted,argument,unreviewed,unreviewed-argument,mentioned-not-tiered,harness-signal,,20,proved,preprint,search,,,,https://arxiv.org/abs/2607.20418
odifreddi-problem-3-irreducible-m-degrees,Odifreddi's Problem 3 on Irreducible m-Degrees,Theoretical computer science,Computability theory,1981,2026-05-04,Gemini Deep Think,Google DeepMind,ai-co-developed,argument,unreviewed,unreviewed-argument,no-mention,no-signal,,20,disproved,preprint,,,,,https://arxiv.org/abs/2605.03066
online-spencer-vector-balancing,Online Spencer Vector-Balancing Question,Theoretical computer science,Discrepancy theory,2023,2026-07-18,ChatGPT-5.6 Pro,OpenAI,ai-discovered,argument,unreviewed,unreviewed-argument,no-mention,no-signal,,15,proved,preprint,,,,,https://arxiv.org/abs/2607.14238
online-discrepancy-linear-time,Optimal Online Discrepancy in Linear Time,Theoretical computer science,Discrepancy theory,2023,2026-07-06,GPT-5.5 Pro Extended,OpenAI,ai-discovered,argument,unreviewed,unreviewed-argument,no-mention,no-signal,,9,proved,preprint,,,,,https://arxiv.org/abs/2607.04388
semi-streaming-matching-greedy-optimal,Optimality of Greedy for Single-Pass Semi-Streaming Matching,Theoretical computer science,Streaming algorithms,2005,2026-07-20,"Claude Fable 5, GPT-5.6 Sol, Claude Opus 5, Gemini",Anthropic / OpenAI / Google,ai-co-developed,construction,unreviewed,unreviewed-construction/computation,no-mention,no-signal,,35,proved,preprint,,,,,https://arxiv.org/abs/2607.14656
probabilistic-automatic-complexity-at-most-three,Probabilistic Automatic Complexity Is At Most Three,Theoretical computer science,"Automata Theory, Descriptional Complexity",2024,2026-07-28,Claude Fable 5,Anthropic,ai-co-developed,construction,unreviewed,unreviewed-construction/computation,mentioned-not-tiered,no-signal,,7,proved,preprint,,,,,https://arxiv.org/abs/2607.26275
furthest-pair-seth-hardness,Quadratic-Time Hardness of Furthest Pair in Superconstant Dimension,Theoretical computer science,Fine-grained complexity,,2026-06-24,"ChatGPT 5.5 Pro (with Codex, Claude Opus, Gemini for feedback)",OpenAI / Anthropic / Google,ai-co-developed,argument,unreviewed,unreviewed-argument,no-mention,no-signal,,20,proved,preprint,,,,,https://arxiv.org/abs/2606.25887
max-3-cut-sharp-hardness,Sharp Hardness for MAX-3-CUT,Theoretical computer science,Hardness of approximation,2004,2026-07-31,ChatGPT 5.6,OpenAI,ai-assisted,argument,unreviewed,unreviewed-argument,no-mention,no-signal,,25,proved,preprint,,,,,https://arxiv.org/abs/2608.00333
steurer-correlation-conjecture,Steurer's Conjecture on Vectors with Small Average Correlation,Theoretical computer science,Theoretical computer science,2010,2026-05-29,GPT-5.5 Pro via an agentic system on Codex,OpenAI,ai-co-developed,construction,unreviewed,unreviewed-construction/computation,no-mention,harness-signal,,20,disproved,preprint,agent; search,,,,https://arxiv.org/abs/2606.00292
k-distinct-4k-barrier,The 4^k Barrier for the k-Distinct Language,Theoretical computer science,Parameterized automata,2016,2026-07-28,"ChatGPT / Codex 5.4-5.6 Pro, Gemini 3.1 Pro",OpenAI / Google DeepMind,ai-co-developed,argument,unreviewed,unreviewed-argument,no-mention,no-signal,,10,proved,preprint,,,,,https://arxiv.org/abs/2607.25381
polynomial-time-low-degree-conjecture,The Polynomial-Time Low-Degree Conjecture,Theoretical computer science,Average-case complexity,2018,2026-07-22,"ChatGPT 5.4, 5.5, 5.6",OpenAI,ai-co-developed,construction,unreviewed,unreviewed-construction/computation,no-mention,no-signal,,30,disproved,preprint,,,,,https://arxiv.org/abs/2607.20318
